DescripciOn ,DescripciOn,Plan,COd.,DescripciOn,Tray.,Año,MOd.,Sem.,Grupo,Turno,Sectores de Estudio,Modalidad,TelEfono,Mail,DescTCurso,DescOrient,Ruee,Rule
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,153,CARPINTERIA,II,0,1,1,FB1,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055carpinter%C3%ADa.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,153,CARPINTERIA,I,0,1,1,FZ1,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055carpinter%C3%ADa.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,153,CARPINTERIA,II,0,3,1,FB3,VESPERTINO-NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055carpinter%C3%ADa.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,153,CARPINTERIA,II,0,3,1,FZ3,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055carpinter%C3%ADa.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,I,0,1,1,FJ1,VESPERTINO,,E.C.I. MIDES,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,I,0,1,1,FG1,MATUTINO,,E.C.I. MIDES,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,II,0,3,1,FW3,VESPERTINO,,EXP. COMUNITARIAS,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,II,0,3,1,FC3,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,I,0,5,1,FT5,VESPERTINO,,EXP. COMUNITARIAS,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,I,0,5,1,FJ5,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,297,ELECTRICIDAD,II,0,1,1,FP1,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055electricidad.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,297,ELECTRICIDAD,I,0,5,1,FD5,VESPERTINO,,EXP. COMUNITARIAS,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055electricidad.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,446,MECANICA AUTOMOTRIZ,II,0,1,1,FN1,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804576Mec%20Automotriz.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,446,MECANICA AUTOMOTRIZ,II,0,3,1,FN3,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804576Mec%20Automotriz.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,668,PANADERIA,II,0,1,1,FI1,VESPERTINO-NOCTURNO,,EXP. COMUNITARIAS,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/Panader%C3%ADa.htm,1318901,4180158
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,975,INFORMATICA,I,0,5,1,FH5,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,7,ADMINISTRACION,,1,0,0,SA,MATUTINO,,EXP. COMUNITARIAS,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/administraci%C3%B3n.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR,,1,0,0,SF,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804141Capilar.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR,,2,0,0,SF,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804141Capilar.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,144,CARPINTERIA,,1,0,0,SB,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055carpinter%C3%ADa.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,217,CONST. MUEBLES POR DISEÑO,,2,0,0,SB,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804217const%20muebles.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,218,CONST. VIVENDAS Y ABERTURAS,,2,0,0,SB2,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804218const%20viv%20y%20abert.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,344,ELECTROTECNIA,,1,0,0,SC,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,0,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,351,ELECTROELECTRONICA AUTOMOTRIZ,,2,0,0,SC2,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/opcion-electro-electronica-automotriz,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,353,ELECTRONICA INDUSTRIAL,,2,0,0,SC,VESPERTINO-NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/opcion-electronica-industrial,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,397,GASTRONOMIA C/S/B,,1,0,0,SG,VESPERTINO-NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804401%20-%20Gastronom%C3%ADa.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,401,GASTRONOMIA COCINA,,2,0,0,SG,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,0,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,492,INSTALACIONES ELECTRICAS,,2,0,0,SE,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804492Inst%20Electricas.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,576,MECANICA AUTOMOTRIZ,,1,0,0,SD,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804576Mec%20Automotriz.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,576,MECANICA AUTOMOTRIZ,,2,0,0,SD,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804576Mec%20Automotriz.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,8,ADMINISTRACION,,3,0,0,BA,MATUTINO-VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/administraci%C3%B3n.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,8,ADMINISTRACION,,3,0,0,BB,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/administraci%C3%B3n.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,00R,ADMINISTRACION (R),,1,0,0,BA,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,00R,ADMINISTRACION (R),,1,0,0,BB,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,00R,ADMINISTRACION (R),,1,0,0,BD,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,00R,ADMINISTRACION (R),,2,0,0,BA,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,00R,ADMINISTRACION (R),,2,0,0,BB,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,00R,ADMINISTRACION (R),,2,0,0,BC,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,07R,AUTOMATIZACION INDUSTRIAL,,2,0,0,BE,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Automatizacion%20Industrial.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,23P,CONSTRUCCION,,1,0,0,BG,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055construcci%C3%B3n.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,1,0,0,BH,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,1,0,0,BI,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,1,0,0,BJ,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,1,0,0,BK,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,2,0,0,BH,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,2,0,0,BI,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,2,0,0,BJ,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,2,0,0,BK,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,3,0,0,BH,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,3,0,0,BI,MATUTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,3,0,0,BJ,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,336,ELECTROMECANICA,,1,0,0,BE,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904336.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,48I,INFORMATICA,,2,0,0,BF,VESPERTINO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion.htm,1318901,4180158
EDUCACION SUPERIOR TERCIARIA,CURSO TECNICO TERCIARIO,2015,06A,RECREACION,,1,1,1,TF1,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050%20Recreaci%C3%B3n.htm,1318901,4180158
EDUCACION SUPERIOR TERCIARIA,CURSO TECNICO TERCIARIO,2015,06A,RECREACION,,2,3,1,TF3,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050%20Recreaci%C3%B3n.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,BACHILLERATO PROFESIONAL,2008,144,CARPINTERIA,,3,0,0,BP1,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/Bachillerato%20Profesional.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055carpinter%C3%ADa.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,BACHILLERATO PROFESIONAL,2008,14D,BELLEZA INTEGRAL ENFASIS CAPILAR,,3,0,0,BP4,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/Bachillerato%20Profesional.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/BELLEZA%20INTEGRAL%20ENFASIS%20CAPILAR.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,BACHILLERATO PROFESIONAL,2008,393,GASTRONOMIA,,3,0,0,BP5,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/Bachillerato%20Profesional.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055gastronom%C3%ADa.htm,1318901,4180158
EDUCACION MEDIA SUPERIOR,BACHILLERATO PROFESIONAL,2008,492,INSTALACIONES ELECTRICAS,,3,0,0,BP3,NOCTURNO,,Escuela,46322892/46323088,tecnicatacuarembo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/Bachillerato%20Profesional.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804492Inst%20Electricas.htm,1318901,4180158
